,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
Mean_G_80,0.034823225,0.206321177,0.000171306,0.831346688,-0.033832122,0.042014389,0.954848826,0.700321644,0.689758443,-0.121342284,-0.158853873,-0.165463154,0.040246332,-0.080717621,0.002654088,0.053987685,0.02367067,0.045877794,0.218140847,0.187229165,-0.043354512,0.062660868,0.199396342,0.084663828,0.837102731,0.107731064,0.053876419,0.96944333,0.706754064,0.696097798,-0.200377844,-0.184265945,-0.206086644,0.018638173,-0.12120529,-0.069069028,-0.069747556,0.016319996,-0.086095617,0.208908185,0.172277776,0.03256075,0.09493591,0.264630342,0.127077649,0.851338221,0.13357705,0.102880045,0.982291799,0.721979657,0.711916785,-0.202651557,-0.167354898,-0.187119174,0.047143187,-0.115757986,-0.090494482,-0.058434029,-0.036268612,-0.050714683,0.202549708,0.223884533,0.03510673,0.076791804,0.247543128,0.111197817,0.864702919,0.126618029,0.08015321,1,0.738795365,0.727880812,-0.213353004,-0.177213265,-0.197972128,0.040978907,-0.116472615,-0.0675018,-0.08681987,-0.006630919,-0.085831872,0.200315306,0.178712112,0.046457921,0.084683731,0.243404311,0.100419155,0.848645778,0.130824625,0.083702957,0.981423319,0.728849776,0.720019463,-0.297379953,-0.224340864,-0.247347653,0.047661665,-0.197906612,-0.087172144,-0.161995393,-0.010034609,-0.096384526,0.159749368,0.168792332,0.141953259,0.030521009,0.222280615,0.083465092,0.829040966,0.106461325,0.034268776,0.956887077,0.716537485,0.71337296,-0.327853467,-0.252147138,-0.286650844,0.045682818,-0.219319206,-0.050963795,-0.210802678,0.021676415,-0.099506795,0.127653279,0.124230344,0.167481382,0.038736941,0.220275267,0.085642503,0.813849607,0.112096627,0.043750895,0.940464405,0.707264766,0.705340834,-0.300781511,-0.228404604,-0.259458726,0.048624825,-0.215068547,-0.067709205,-0.207324535,-0.011483388,-0.063229848,0.109942434,0.131366815,0.160989833
Mean_R_80,-0.090806941,0.415409721,-0.133341144,0.942451361,-0.160999451,-0.082217517,0.678346853,0.968901805,0.953741295,-0.340955855,-0.302895412,-0.338501598,0.049149698,-0.391460391,0.189555421,-0.163435332,0.161646207,0.038184449,-0.450720179,0.315917319,0.15380705,-0.092690722,0.331273021,-0.029355872,0.954264198,0.000703769,-0.063816609,0.70240514,0.978013863,0.964061732,-0.387211498,-0.268383314,-0.292283214,0.066417872,-0.45160719,0.063662848,-0.379540621,0.036873261,0.004622644,-0.465514986,0.230314018,0.324118533,-0.103803738,0.365138656,-0.01498123,0.961502667,-0.00241107,-0.053810279,0.712345607,0.987410391,0.972079303,-0.383679568,-0.246093518,-0.27026967,0.094159556,-0.450008231,0.052321901,-0.410370405,-0.013538373,0.029083057,-0.477983621,0.206839742,0.355463789,-0.13815316,0.303264452,-0.035209544,0.974654675,0.019570741,-0.098761462,0.738795365,1,0.984780128,-0.41470547,-0.279115034,-0.298444842,0.072189026,-0.430540569,0.074828806,-0.447628432,0.015267845,0.023334613,-0.489199327,0.126332062,0.361759304,-0.077754815,0.273343885,-0.040960924,0.964282193,0.047877517,-0.053482,0.737674683,0.98911362,0.97499599,-0.4640673,-0.310825029,-0.332555724,0.065215737,-0.472904763,0.034191286,-0.46922906,0.015472126,-0.006087934,-0.516917422,0.129521217,0.416940562,-0.129206484,0.243592285,-0.039939899,0.958807368,0.03696042,-0.107303948,0.750683284,0.980461387,0.968972257,-0.506324753,-0.350937719,-0.378650326,0.057773339,-0.478698866,0.06608851,-0.501894077,0.053264985,-0.045428169,-0.525840463,0.075807122,0.426711932,-0.12762349,0.225492117,-0.035931072,0.954690561,0.053349707,-0.101981218,0.759024909,0.975353888,0.964337688,-0.499356144,-0.350952962,-0.37702907,0.057740458,-0.468253531,0.080192592,-0.502559664,0.046874204,-0.042769727,-0.535201834,0.082666743,0.410077609
Mean_NIR_80,-0.106454026,0.381220154,-0.139586845,0.937408374,-0.168018761,-0.101285598,0.666549716,0.951756605,0.96837974,-0.310235431,-0.266958316,-0.309748984,0.036652692,-0.35028806,0.189541898,-0.172683226,0.167815251,0.014165868,-0.451932166,0.274261405,0.120211739,-0.111781604,0.307102137,-0.05018162,0.949193835,-0.012617423,-0.08547611,0.691126023,0.96133298,0.97759199,-0.349009314,-0.220702123,-0.248404942,0.058495682,-0.406607048,0.077453798,-0.367647252,0.053440749,-0.011580999,-0.46653321,0.197713976,0.290219951,-0.122503905,0.344072957,-0.039299938,0.957612817,-0.015937628,-0.075689243,0.701712947,0.972103383,0.986818164,-0.348035267,-0.202265281,-0.229622981,0.085843698,-0.411248856,0.071597779,-0.398649593,0.005266678,0.020568545,-0.480255821,0.182259199,0.326170553,-0.154456828,0.282362953,-0.059944785,0.970904862,0.009696812,-0.119566406,0.727880812,0.984780128,1,-0.384075531,-0.238450738,-0.258362277,0.062642755,-0.403457883,0.092854133,-0.443254152,0.033512611,0.013950007,-0.492371034,0.102517892,0.345386252,-0.096174277,0.25412772,-0.065847142,0.961529994,0.037728716,-0.075801419,0.728524473,0.975791688,0.989315853,-0.43056463,-0.269107837,-0.290527757,0.057234657,-0.45013711,0.05290655,-0.466199012,0.033166606,-0.016184749,-0.51960861,0.106568022,0.404772731,-0.146847426,0.2247739,-0.062589463,0.955178443,0.027820122,-0.128289716,0.746218522,0.965614899,0.978412661,-0.467763457,-0.308392587,-0.332066126,0.051343508,-0.453474524,0.086290608,-0.494288373,0.070365605,-0.049026682,-0.51884078,0.054137209,0.40999286,-0.145970978,0.211211454,-0.057784786,0.952690935,0.043011426,-0.123389555,0.757074505,0.962458227,0.974047829,-0.458825064,-0.310648411,-0.334945943,0.051399824,-0.439598901,0.096789311,-0.495311546,0.062736182,-0.047313555,-0.526227188,0.063673373,0.387833182
SD_G_80,-0.150214507,-0.491872702,0.012054278,-0.290047503,0.04223187,-0.157015578,-0.107140127,-0.360608517,-0.317398874,0.754260724,0.671075301,0.648693301,-0.100723346,0.391197916,-0.135606465,-0.022940574,-0.184173677,-0.110824559,0.386424207,-0.569303599,-0.013899816,0.030665198,-0.436196083,0.078404246,-0.31065708,0.121544777,-0.007802889,-0.14099657,-0.372263207,-0.333791212,0.79686673,0.696589755,0.676979069,-0.096560345,0.415452338,-0.168397621,0.383787361,-0.08268634,-0.159373819,0.375298909,-0.425366217,-0.158968834,0.080153224,-0.470490011,0.103648449,-0.329745057,0.137674721,0.004921831,-0.166532569,-0.386613595,-0.351283951,0.904833207,0.779189386,0.771588233,-0.143972849,0.527149372,-0.164443503,0.545251953,-0.002354447,-0.211302423,0.365238741,-0.359778681,-0.351024465,0.226396443,-0.387214198,0.197298077,-0.365755564,0.183678025,0.1497416,-0.213353004,-0.41470547,-0.384075531,1,0.878218451,0.875351746,-0.124672578,0.606879126,-0.290085635,0.724055899,-0.07979481,-0.144686736,0.363488664,-0.184812296,-0.494707688,0.197685197,-0.370804413,0.160817437,-0.386702928,0.13564815,0.136701812,-0.235990932,-0.433144791,-0.404356438,0.887893151,0.810979332,0.822295042,-0.092845343,0.530821713,-0.238012226,0.664329296,-0.080768239,-0.08636939,0.37480136,-0.15934843,-0.414468401,0.198582341,-0.348603756,0.133043219,-0.389288938,0.10764325,0.146994031,-0.247408954,-0.431361097,-0.407333903,0.830327541,0.764416719,0.770684848,-0.081891314,0.501354416,-0.216814727,0.639069334,-0.074919026,-0.054321986,0.373810431,-0.131843717,-0.393052384,0.163098425,-0.322688477,0.097932521,-0.391754338,0.057441084,0.111686681,-0.25700463,-0.431139456,-0.409107502,0.806960368,0.75160038,0.756227937,-0.079550387,0.500335178,-0.176452278,0.627070845,-0.055467285,-0.051342203,0.372480153,-0.148409576,-0.386245476
SD_R_80,-0.182290288,-0.517864001,-0.029215461,-0.161175061,-0.0088393,-0.197121581,-0.06962574,-0.20790037,-0.159611045,0.69984186,0.71208342,0.686591214,-0.123702143,0.244849992,-0.09649087,-0.138037755,-0.161690242,-0.121151364,0.185780457,-0.59702825,0.108775606,0.02151363,-0.452830301,0.048299416,-0.188939913,0.105156308,-0.015911413,-0.103801443,-0.229507184,-0.183997919,0.719766416,0.776184783,0.750874811,-0.085288489,0.265127376,-0.16030473,0.279477216,-0.092780296,-0.13409899,0.173563519,-0.427819216,0.013611145,0.060753655,-0.486183655,0.080217252,-0.209755667,0.113922076,-0.004301696,-0.133901832,-0.244122259,-0.200803243,0.82598634,0.902846067,0.886623039,-0.121279477,0.36444865,-0.154159416,0.433532869,-0.019313538,-0.180451333,0.147902657,-0.367325062,-0.162972086,0.180475711,-0.379155131,0.149592073,-0.249578005,0.140612814,0.123986253,-0.177213265,-0.279115034,-0.238450738,0.878218451,1,0.986047784,-0.083079169,0.434153498,-0.246709728,0.604731569,-0.078595082,-0.12444863,0.146562309,-0.186777728,-0.292422872,0.192863417,-0.353811069,0.141856696,-0.266591955,0.128173142,0.151795798,-0.183180438,-0.298393671,-0.261302504,0.780858694,0.899161055,0.892387933,-0.03348156,0.381198686,-0.224321544,0.567698069,-0.100230682,-0.057117605,0.176625498,-0.137135216,-0.231264956,0.186770384,-0.326151304,0.113138719,-0.270481477,0.103340468,0.150948357,-0.185616008,-0.301452145,-0.269491512,0.722874059,0.840974209,0.834269542,-0.026668834,0.365345181,-0.187812636,0.548517884,-0.077994143,-0.039576167,0.189208105,-0.112882843,-0.230440286,0.14813318,-0.298085738,0.084002243,-0.279377866,0.054688247,0.11441096,-0.203537974,-0.30514614,-0.277107711,0.711638108,0.815402912,0.809007625,-0.021203349,0.37660612,-0.15460118,0.537421382,-0.060608913,-0.041858382,0.183846306,-0.132176892,-0.241406535
SD_NIR_80,-0.164985016,-0.515162007,-0.011381667,-0.17610943,0.011393347,-0.175185311,-0.082729121,-0.22149935,-0.17449474,0.705456007,0.702368552,0.699075676,-0.110152955,0.243345063,-0.113744993,-0.132438014,-0.184356003,-0.1041179,0.19039817,-0.581946204,0.119178783,0.037663713,-0.446751321,0.059352307,-0.204691923,0.116791493,0.00095671,-0.118365542,-0.243170332,-0.199925697,0.732003677,0.775614047,0.76919049,-0.084973329,0.266069838,-0.165728098,0.296035668,-0.103330201,-0.122763462,0.177350258,-0.413380573,0.015346396,0.070993447,-0.485731985,0.082976,-0.228677888,0.119897182,0.005805626,-0.152617755,-0.261337659,-0.218138521,0.818872199,0.88548161,0.895306185,-0.122763981,0.35309487,-0.157438396,0.435256571,-0.027489252,-0.170071618,0.151382724,-0.362119165,-0.145246903,0.184050723,-0.379723666,0.149225771,-0.270797575,0.142724749,0.127641328,-0.197972128,-0.298444842,-0.258362277,0.875351746,0.986047784,1,-0.085621448,0.427659937,-0.244855396,0.610141811,-0.084259031,-0.110954,0.150758002,-0.185384782,-0.282125352,0.196047574,-0.353245643,0.140862257,-0.285667897,0.126058872,0.155722676,-0.202320877,-0.315428343,-0.279324662,0.77963687,0.877798338,0.890704465,-0.035693565,0.378235075,-0.224126969,0.574713545,-0.10558215,-0.038857704,0.1809446,-0.134358906,-0.227372363,0.18678122,-0.326557588,0.100856046,-0.2892712,0.093759951,0.152660658,-0.209708028,-0.316687512,-0.284664598,0.722538357,0.828009381,0.835594131,-0.027746849,0.361747669,-0.180329996,0.553613617,-0.078731931,-0.028471995,0.185928202,-0.11086086,-0.226061643,0.146281667,-0.300001435,0.0705079,-0.298183332,0.045504578,0.114452563,-0.228069323,-0.32066702,-0.291909129,0.712824616,0.807815004,0.81314616,-0.022441531,0.372581106,-0.143550417,0.54302888,-0.059543484,-0.029258665,0.179885869,-0.131020906,-0.23603966
LW_80,-0.068457532,0.003267271,-0.077135475,0.056168897,-0.065447759,0.079985568,0.015723408,0.075100025,0.060357979,-0.090724479,-0.129582944,-0.110032031,0.597493574,-0.092179229,0.066982684,-0.018049929,-0.227346398,0.240343007,-0.078572409,0.079905594,0.097508097,-0.071958845,0.0805449,-0.020839494,0.058785919,-0.037833938,0.184723536,0.033272494,0.070010573,0.057860834,-0.081373467,-0.054787001,-0.058381775,0.847155809,-0.046304346,0.03572882,0.054109242,-0.382345196,0.351474182,-0.061434318,0.236875721,0.027733066,-0.07056549,0.134202086,-0.020000953,0.062635164,-0.036871662,0.206576928,0.037176893,0.07313162,0.06216273,-0.127168251,-0.0907783,-0.095384871,0.916627367,-0.101769025,0.030374934,-0.010434297,-0.471482448,0.428482269,-0.056257777,0.254678337,0.094623011,-0.10175869,0.238863435,-0.009550155,0.063360157,-0.024773248,0.234669978,0.040978907,0.072189026,0.062642755,-0.124672578,-0.083079169,-0.085621448,1,-0.154363239,0.025069783,-0.026304394,-0.524687354,0.461292758,-0.055075606,0.318727543,0.126047053,-0.09195283,0.209107614,0.00340809,0.072020414,-0.010868402,0.229087084,0.046709534,0.081639663,0.071906105,-0.135533454,-0.10207967,-0.107426785,0.926391352,-0.144961911,0.011476399,-0.039535807,-0.50324633,0.423163164,-0.068015831,0.281262419,0.130780378,-0.068511565,0.196603034,0.056996173,0.072980264,0.047483049,0.222911543,0.048477159,0.081514995,0.073892475,-0.131000541,-0.103272683,-0.109888652,0.901434444,-0.143606959,-0.017925135,-0.045976263,-0.499476477,0.404625854,-0.070893912,0.259278176,0.135165098,-0.045749127,0.174580138,0.084251207,0.074304248,0.098414626,0.231476192,0.051436608,0.081932789,0.075159534,-0.142189111,-0.111227022,-0.117507482,0.88143192,-0.159811993,-0.034518573,-0.052616617,-0.480707652,0.380026975,-0.071189521,0.236994229,0.153202029
GLCM1_80,0.111546788,-0.516673865,0.197813965,-0.332633919,0.211316796,0.10318537,-0.079375161,-0.426627323,-0.388547427,0.40221812,0.35272886,0.340913159,-0.080644513,0.566730523,-0.291180562,0.130995906,-0.246567877,-0.02725476,0.488510938,-0.385134903,-0.268822876,0.137349474,-0.365154566,0.151619186,-0.333361204,0.182735584,0.089701703,-0.088859134,-0.421982687,-0.3890444,0.457533733,0.324853537,0.315266742,-0.140940899,0.722760048,-0.206259317,0.422476775,-0.072897284,-0.067100724,0.493156451,-0.245356895,-0.565021106,0.188004198,-0.280970576,0.200742758,-0.33037936,0.214118307,0.133048032,-0.087985812,-0.419083578,-0.387898215,0.515961578,0.35319238,0.341592474,-0.151412215,0.855124038,-0.216969949,0.577235926,-0.055108783,-0.075375679,0.501798534,-0.09876216,-0.733480898,0.278709573,-0.109169225,0.250268852,-0.348022699,0.222344596,0.217477692,-0.116472615,-0.430540569,-0.403457883,0.606879126,0.434153498,0.427659937,-0.154363239,1,-0.308227801,0.70136608,-0.091659463,-0.065081751,0.507008298,0.059999014,-0.928006406,0.173355187,-0.143211013,0.186170224,-0.345159105,0.148674389,0.120498136,-0.123842277,-0.422708273,-0.397938529,0.521591714,0.379003036,0.384568,-0.175203899,0.828891682,-0.205064063,0.575405312,-0.053271095,-0.063821091,0.501577735,-0.022286077,-0.752366572,0.191644609,-0.125446884,0.189104935,-0.341752263,0.145136291,0.146925698,-0.131438279,-0.414765349,-0.392773527,0.522550365,0.384835968,0.391713426,-0.170043977,0.780362484,-0.211877161,0.558343276,-0.073569716,-0.03220312,0.495912331,0.009142293,-0.708935108,0.196024265,-0.099139157,0.18164615,-0.341791031,0.127662329,0.156159322,-0.138883898,-0.412192516,-0.390968947,0.513714114,0.385436293,0.39104953,-0.160522513,0.745359486,-0.218149448,0.54847847,-0.092318009,-0.00899959,0.49612187,0.01920186,-0.678438064
Rect_80,-0.125959908,0.228075985,-0.204948175,0.018608521,-0.224259892,-0.171823092,-0.113036888,0.065228637,0.081654679,-0.22167782,-0.146020915,-0.177643173,-0.076752903,-0.198657739,0.247879829,-0.123043327,0.336982745,-0.218751575,-0.23889182,0.04653591,0.056690362,-0.389281677,0.121297329,-0.50706263,0.01555168,-0.50756734,-0.421048397,-0.113680456,0.061534765,0.077055621,-0.199648426,-0.130248732,-0.14446358,-0.026345079,-0.204984535,0.524801352,-0.286914622,0.454240643,-0.173685033,-0.235744288,-0.209597931,0.09064913,-0.560901874,0.067223385,-0.68952307,0.018413923,-0.67192406,-0.560267986,-0.097789925,0.057731493,0.075691713,-0.219520501,-0.175379159,-0.184772706,0.013556253,-0.200577278,0.745021429,-0.346179133,0.520375499,-0.133993795,-0.218619382,-0.32392602,0.116446149,-0.790496279,-0.090448019,-0.883919969,0.040826904,-0.827833122,-0.76197118,-0.0675018,0.074828806,0.092854133,-0.290085635,-0.246709728,-0.244855396,0.025069783,-0.308227801,1,-0.510281768,0.665628641,-0.181115163,-0.216055835,-0.478432998,0.268876787,-0.669246496,-0.137988663,-0.739784602,0.041692996,-0.686704555,-0.645737339,-0.065132828,0.075021095,0.092053377,-0.240324098,-0.22584402,-0.22983365,0.01783167,-0.286099261,0.82687556,-0.441646329,0.576343807,-0.183940786,-0.212148869,-0.441278757,0.245157942,-0.58459457,-0.149421384,-0.620006085,0.044607171,-0.559140122,-0.569320042,-0.053593018,0.075629792,0.088996428,-0.211746328,-0.209873898,-0.207657875,0.022801944,-0.262944683,0.718863794,-0.396290425,0.497144194,-0.152103321,-0.202585786,-0.399792666,0.235909781,-0.558571074,-0.131547698,-0.56495136,0.055255591,-0.491881412,-0.534738647,-0.03928049,0.084566237,0.096398358,-0.22125887,-0.22707971,-0.226170472,0.02730755,-0.269391629,0.671495459,-0.39530618,0.470105477,-0.156112006,-0.203406361,-0.342318955,0.239486084
GLCM2_80,0.116961998,-0.483952255,0.222265354,-0.319880737,0.239694423,0.110179204,-0.016461774,-0.423620413,-0.412298135,0.568275208,0.465070865,0.496006226,-0.044051771,0.491676927,-0.329801354,0.268081428,-0.290719071,-0.025911905,0.562204663,-0.389967104,-0.170931199,0.327212229,-0.370548764,0.317220765,-0.328276945,0.318305354,0.292313619,-0.032601717,-0.42703845,-0.418968798,0.584316889,0.462387161,0.469344051,-0.030886383,0.539747089,-0.37828442,0.675165997,-0.208258253,-0.080443994,0.561436423,-0.158513219,-0.348065383,0.382607443,-0.345773281,0.34613259,-0.330090488,0.334563949,0.324248186,-0.044666157,-0.425728283,-0.418153388,0.626422089,0.494316334,0.502983496,-0.054218752,0.604058736,-0.378326695,0.818350682,-0.164014123,-0.099031017,0.551323379,-0.064670017,-0.475108913,0.547889919,-0.205010834,0.444908028,-0.359570333,0.368232002,0.492137276,-0.08681987,-0.447628432,-0.443254152,0.724055899,0.604731569,0.610141811,-0.026304394,0.70136608,-0.510281768,1,-0.248267389,-0.05814418,0.552900365,0.126555823,-0.644487194,0.407400521,-0.206636851,0.343979613,-0.363718718,0.254841597,0.375963096,-0.100399681,-0.447876533,-0.442765289,0.616577025,0.537115494,0.545217526,0.006270148,0.60564534,-0.38693419,0.845196732,-0.215789262,-0.014625522,0.549004828,0.070424276,-0.532489861,0.369503977,-0.193654859,0.281967567,-0.371708495,0.203610436,0.348563322,-0.129447224,-0.448219292,-0.441797108,0.599819358,0.533493918,0.536929889,0.008224273,0.564742536,-0.34707619,0.775133649,-0.199543702,0.021892165,0.530181317,0.073087631,-0.492629986,0.359579348,-0.178612336,0.276832261,-0.378081744,0.187299977,0.335716017,-0.147804312,-0.449877263,-0.443804968,0.593573103,0.535343853,0.539892648,0.011619658,0.552625818,-0.343234575,0.752779522,-0.208212761,0.046168024,0.524183929,0.052491453,-0.48289111
Dens_80,-0.036761987,0.151617165,-0.092982556,0.004547787,-0.093707342,-0.180209959,-0.026747341,0.006978363,0.028587134,-0.082501725,-0.038537236,-0.082413811,-0.375677966,-0.054147305,0.110915622,-0.010008573,0.421504484,-0.407015368,-0.050425455,-0.055995983,-0.025380552,-0.219703493,0.012359593,-0.364801329,0.001928997,-0.339196187,-0.420400938,-0.032173949,0.006470781,0.026556897,-0.078209383,-0.059317743,-0.079241548,-0.419419769,-0.092029393,0.347124569,-0.169469634,0.675551175,-0.536420281,-0.054078721,-0.340725469,0.030828137,-0.327206131,-0.092894093,-0.486742689,0.003074909,-0.460164915,-0.544563147,-0.022308113,0.003797018,0.024030132,-0.032997148,-0.030922807,-0.045839365,-0.493590157,-0.041115974,0.504942633,-0.146267721,0.850856113,-0.633449925,-0.047196785,-0.456441601,-0.014279251,-0.45218229,-0.255051455,-0.638706983,0.015893054,-0.589035025,-0.678774074,-0.006630919,0.015267845,0.033512611,-0.07979481,-0.078595082,-0.084259031,-0.524687354,-0.091659463,0.665628641,-0.248267389,1,-0.731342677,-0.045989095,-0.563082855,0.071186945,-0.400232948,-0.27670662,-0.565298094,0.011753709,-0.515352617,-0.609875051,-0.007659154,0.010317358,0.028092862,-0.045949577,-0.060259877,-0.065432607,-0.467542281,-0.085403085,0.588632769,-0.21624693,0.898202709,-0.642040347,-0.034048696,-0.528762748,0.062682718,-0.364072133,-0.283668104,-0.526420388,0.015825804,-0.470937731,-0.550640481,-0.001354651,0.014765554,0.029211419,-0.044701598,-0.062137429,-0.062725596,-0.42340268,-0.092155262,0.550523567,-0.19978891,0.82488616,-0.583497647,-0.032152391,-0.488587562,0.074323346,-0.376757744,-0.265107145,-0.516858664,0.01829972,-0.47501274,-0.542675043,0.000919256,0.01800243,0.030705821,-0.044936507,-0.073277717,-0.073854825,-0.403062623,-0.091637758,0.530738273,-0.202361028,0.769039916,-0.532486436,-0.034733822,-0.446035176,0.070467045
Assym_80,0.006595346,-0.002774624,0.013205108,-0.008517109,-0.008030325,0.123586461,-0.084214398,0.031855884,0.017434136,-0.093255335,-0.089882787,-0.048244671,0.302389012,-0.095342928,-0.000394062,-0.080609686,-0.250839961,0.341875058,-0.146419555,0.124691403,0.070935679,0.012404065,0.044971548,0.088815279,-0.002189253,0.046260334,0.18491113,-0.073726464,0.035539917,0.021056082,-0.076501138,-0.064752901,-0.038407044,0.33241151,-0.046338296,-0.062290929,-0.012108289,-0.438031276,0.587016206,-0.140864763,0.243180394,0.026691914,0.01118725,0.140350518,0.103413925,-0.004830573,0.065331494,0.226908616,-0.078110057,0.033151523,0.020533507,-0.158763816,-0.143367154,-0.12014436,0.434650366,-0.086858859,-0.103874356,-0.105876049,-0.60767076,0.81280028,-0.137471181,0.302459424,0.098065905,0.042668563,0.214388292,0.172329085,-0.013329704,0.136590313,0.274720907,-0.085831872,0.023334613,0.013950007,-0.144686736,-0.12444863,-0.110954,0.461292758,-0.065081751,-0.181115163,-0.05814418,-0.731342677,1,-0.1394842,0.31138032,0.05232604,0.035994551,0.198668964,0.166156724,0.001236707,0.121687383,0.243324244,-0.073489363,0.03652179,0.028482382,-0.144740459,-0.127450339,-0.119837871,0.387892984,-0.079379399,-0.165906145,-0.067577125,-0.639261758,0.809282115,-0.146866244,0.275127723,0.06679482,0.039313108,0.212231393,0.173086074,0.006030122,0.126399408,0.217960948,-0.061300682,0.036494671,0.030497785,-0.13498095,-0.115494341,-0.106385381,0.347097876,-0.056557408,-0.165270947,-0.057724428,-0.591878661,0.726058338,-0.135556031,0.259387856,0.041312654,0.061404909,0.195563116,0.186793066,0.010324202,0.163788288,0.222340755,-0.050953517,0.037372715,0.032098399,-0.142249944,-0.109780933,-0.102958701,0.3247099,-0.060439099,-0.161439424,-0.056402261,-0.527769459,0.62453935,-0.129123961,0.242723548,0.049056802
NDVI_80,0.158131025,-0.298714307,0.162611851,-0.300026612,0.175202614,0.164314507,0.228769482,-0.495846535,-0.498114181,0.361382076,0.212912052,0.256207404,0.000206803,0.483384394,-0.246690084,0.327433574,-0.198565803,0.010554487,0.960819508,-0.19294141,-0.303288221,0.193632116,-0.21198154,0.159173496,-0.307793544,0.146564611,0.152073694,0.213424582,-0.498631231,-0.502638096,0.329313793,0.118459862,0.126274808,-0.058913497,0.516755052,-0.186082896,0.464198546,-0.049081645,-0.113846233,0.972588801,-0.117405021,-0.448937517,0.245659585,-0.182733444,0.188705567,-0.300870305,0.178914002,0.188756739,0.21602498,-0.49382425,-0.495500997,0.324707273,0.106445322,0.118419752,-0.071615185,0.530119151,-0.193232203,0.529210637,-0.032790403,-0.111853937,0.987387906,-0.029312383,-0.496727257,0.2820433,-0.126985498,0.209631415,-0.301925651,0.150989354,0.230135967,0.200315306,-0.489199327,-0.492371034,0.363488664,0.146562309,0.150758002,-0.055075606,0.507008298,-0.216055835,0.552900365,-0.045989095,-0.1394842,1,0.027792912,-0.498990282,0.202290022,-0.093343131,0.18951226,-0.306400581,0.106967733,0.166041241,0.175896113,-0.484254533,-0.485535044,0.318259108,0.13337227,0.138715216,-0.038064229,0.452923417,-0.17360356,0.481841904,-0.042164664,-0.118441955,0.978059876,0.010401553,-0.446740177,0.207149021,-0.08095943,0.165469308,-0.320174557,0.092935446,0.179968212,0.127259447,-0.48429904,-0.480836491,0.339756724,0.15074705,0.149891139,-0.030479259,0.435258977,-0.175037677,0.466704973,-0.053807962,-0.068519399,0.945648318,0.02793759,-0.429451462,0.21555602,-0.060776465,0.1596465,-0.328534029,0.0767597,0.18487167,0.101403777,-0.485270751,-0.480174648,0.361016485,0.18707901,0.188908678,-0.027124238,0.423852909,-0.206942689,0.473862746,-0.082664355,-0.024557473,0.935605558,0.028195536,-0.411279382
